age,job,marital,education,housing,contact,day,month,duration,campaign
0.0365295634626914,0.004713492059702116,0.002356746029851058,0.002356746029851058,0.0,0.0,0.009426984119404232,0.001178373014925529,0.9992603166568487,0.001178373014925529
0.026933309844378407,0.0006569099962043513,0.0006569099962043513,0.0006569099962043513,0.0006569099962043513,0.0,0.005255279969634811,0.0,0.03021785982540016,0.0026276399848174053
0.10915916770832708,0.007400621539547598,0.0018501553848868995,0.003700310769773799,0.0,0.0,0.03885326308262489,0.0018501553848868995,0.4662391569914987,0.0018501553848868995
0.03197853463693393,0.0,0.000841540385182472,0.000841540385182472,0.000841540385182472,0.001683080770364944,0.013464646162919551,0.005049242311094832,0.3416653963840836,0.001683080770364944
0.19425608228739127,0.0047379532265217385,0.009475906453043477,0.0,0.0,0.009475906453043477,0.04264157903869564,0.023689766132608692,0.9144249727186955,0.018951812906086954
0.03866045009941695,0.0042956055666018836,0.0021478027833009418,0.0021478027833009418,0.0,0.0,0.013960718091456121,0.0,0.608902089065817,0.0010739013916504709
0.01904825873813337,0.0022409716162509847,0.0005602429040627462,0.0011204858081254924,0.0005602429040627462,0.0,0.009524129369066684,0.0028012145203137307,0.024090444874698084,0.0011204858081254924
0.12964155050050669,0.014958640442366156,0.0,0.0024931067403943597,0.0,0.0,0.06482077525025334,0.0024931067403943597,0.2393382470778585,0.009972426961577439
0.0906614077113619,0.010073489745706878,0.0025183724364267195,0.005036744872853439,0.0,0.0,0.007555117309280159,0.007555117309280159,0.763066848237296,0.005036744872853439
0.005436388835286054,0.0007014695271336844,0.0003507347635668422,0.0003507347635668422,0.0001753673817834211,0.0,0.003682715017451843,0.0008768369089171055,0.06260615529668133,0.0001753673817834211
0.056252635303428083,0.0,0.0036292022776405215,0.0036292022776405215,0.0,0.0,0.009073005694101303,0.005443803416460782,0.18146011388202607,0.0018146011388202607
0.010471802636360831,0.00020532946345805551,0.00020532946345805551,0.00020532946345805551,0.00020532946345805551,0.0,0.0014373062442063886,0.0,0.18376986979495968,0.00020532946345805551
0.059151639246398206,0.015657786859340703,0.0017397540954823003,0.0034795081909646005,0.0017397540954823003,0.0,0.012178278668376102,0.0017397540954823003,0.25052458974945124,0.031315573718681405
0.19607207152247577,0.005299245176283129,0.005299245176283129,0.005299245176283129,0.005299245176283129,0.0,0.06359094211539755,0.04239396141026503,0.8107845119713187,0.005299245176283129
0.020743885597945575,0.0021275780100457,0.0,0.00106378900502285,0.000531894502511425,0.0,0.010105995547717076,0.004787050522602825,0.7111429498577753,0.0021275780100457
0.04496833595350839,0.0047335090477377256,0.0011833772619344314,0.0011833772619344314,0.0,0.0,0.010650395357409881,0.003550131785803294,0.014200527143213177,0.00828364083354102
0.003500194662905597,0.0007000389325811195,0.00011667315543018657,0.00011667315543018657,0.00011667315543018657,0.0,0.001400077865162239,0.0009333852434414926,0.012717373941890337,0.00011667315543018657
0.010876519469233873,0.0005438259734616937,0.00027191298673084685,0.0,0.00027191298673084685,0.0005438259734616937,0.004078694800962702,0.0021753038938467748,0.02746321165981553,0.00027191298673084685
0.027322430079185746,0.0021570339536199274,0.000719011317873309,0.000719011317873309,0.000719011317873309,0.001438022635746618,0.010785169768099637,0.005752090542986472,0.16105853520362123,0.000719011317873309
0.09331900895677164,0.0,0.0,0.0019441460199327426,0.0,0.0,0.009720730099663713,0.005832438059798228,0.7426637796143077,0.0077765840797309705
0.26147508580630163,0.020427741078617313,0.004085548215723463,0.0,0.0,0.0,0.04085548215723463,0.008171096431446926,0.9478471860478433,0.004085548215723463
0.0054200535862486505,0.00060222817624985,0.0001505570440624625,0.000301114088124925,0.0,0.0,0.004516711321873875,0.0007527852203123125,0.015808489626558564,0.00060222817624985
0.07292755623057301,0.004735555599387858,0.0009471111198775716,0.0018942222397551431,0.0,0.0,0.028413333596327146,0.00568266671926543,0.10228800094677773,0.004735555599387858
0.025720161530225303,0.001837154395016093,0.0006123847983386977,0.0,0.0006123847983386977,0.0,0.015309619958467443,0.0030619239916934884,0.35946987662481555,0.0030619239916934884
0.18972098083805514,0.05174208568310595,0.011498241262912432,0.005749120631456216,0.0,0.0,0.028745603157281082,0.0344947237887373,0.902611939138626,0.011498241262912432
0.07264087831005638,0.0025048578727605644,0.005009715745521129,0.0025048578727605644,0.0025048578727605644,0.005009715745521129,0.010019431491042258,0.015029147236563387,0.46089384858794386,0.0025048578727605644
0.11760113309237605,0.0,0.0,0.0021000202337924296,0.0021000202337924296,0.004200040467584859,0.018900182104131864,0.016800161870339437,0.3885037432515994,0.004200040467584859
